0,1,Collect: All ex Comic
0,3,Collect: All ex Comic
0,7,Collect: All ex Comic
0,12,Antique
0,14,Pottery & Glass
0,15,Pottery & Glass
0,16,Pottery & Glass
0,17,Pottery & Glass
0,18,Pottery & Glass
0,19,Pottery & Glass
0,20,Pottery & Glass
0,21,Pottery & Glass
0,22,Pottery & Glass
0,23,Pottery & Glass
0,25,Pottery & Glass
0,26,Pottery & Glass
0,28,Collect: All ex Comic
0,30,Toy
0,31,Doll
0,32,Doll
0,33,Collect: All ex Comic
0,35,Collect: All ex Comic
0,37,Collect: All ex Comic
0,38,Collect: All ex Comic
0,40,Collect: All ex Comic
0,41,Collect: All ex Comic
0,42,Collect: All ex Comic
0,44,Collect: All ex Comic
0,45,Collect: All ex Comic
0,47,Collect: All ex Comic
0,48,Collect: All ex Comic
0,50,Collect: All ex Comic
0,52,Sport Mem: CSA/Misc
0,53,Sport Mem: CSA/Misc
0,54,Sport Mem: CSA/Misc
0,55,Sport Mem: CSA/Misc
0,56,Sport Mem: CSA/Misc
0,58,Entertainment Mem
0,59,Entertainment Mem
0,60,Entertainment Mem
0,61,Entertainment Mem
0,62,Collect: All ex Comic
0,64,Collect: Comic
0,65,Collect: Comic
0,67,Collect: Comic
0,68,Collect: Comic
0,69,Collect: Comic
0,70,Collect: Comic
0,71,Collect: Comic
0,72,Collect: Comic
0,74,Collect: Comic
0,75,Collect: Comic
0,76,Collect: Comic
0,77,Collect: Comic
0,78,Collect: Comic
0,79,Collect: Comic
0,80,Collect: Comic
0,82,Collect: All ex Comic
0,83,Collect: All ex Comic
0,84,Collect: All ex Comic
0,86,Pottery & Glass
0,87,Pottery & Glass
0,88,Pottery & Glass
0,89,Pottery & Glass
0,90,Pottery & Glass
0,91,Pottery & Glass
0,92,Pottery & Glass
0,93,Pottery & Glass
0,94,Pottery & Glass
0,95,Pottery & Glass
0,96,Pottery & Glass
0,97,Collect: All ex Comic
0,100,Collect: All ex Comic
0,101,Collect: All ex Comic
0,103,Collect: All ex Comic
0,104,Collect: All ex Comic
0,105,Collect: All ex Comic
0,106,Collect: All ex Comic
0,107,Collect: All ex Comic
0,108,Collect: All ex Comic
0,109,Collect: All ex Comic
0,111,Collect: All ex Comic
0,112,CS: Misc Clothing
0,114,Collect: All ex Comic
0,115,Collect: All ex Comic
0,116,Collect: All ex Comic
0,117,Doll
0,118,Collect: All ex Comic
0,119,Collect: All ex Comic
0,121,Craft
0,122,Craft
0,123,Craft
0,125,Collect: All ex Comic
0,126,Collect: All ex Comic
0,127,Collect: All ex Comic
0,128,Collect: All ex Comic
0,130,Collect: All ex Comic
0,131,Toy
0,132,Collect: All ex Comic
0,133,Collect: All ex Comic
0,135,Collect: All ex Comic
0,136,Collect: All ex Comic
0,138,Collect: All ex Comic
0,139,Collect: All ex Comic
0,140,Collect: All ex Comic
0,141,Collect: All ex Comic
0,142,Collect: All ex Comic
0,143,Collect: All ex Comic
0,144,Collect: All ex Comic
0,145,DVD/Misc
0,147,Collect: All ex Comic
0,148,Collect: All ex Comic
0,149,Collect: All ex Comic
0,150,Collect: All ex Comic
0,151,Collect: All ex Comic
0,153,Collect: All ex Comic
0,154,Collect: All ex Comic
0,155,Collect: All ex Comic
0,156,Collect: All ex Comic
0,157,Instrument: Misc
0,158,Collect: All ex Comic
0,162,Computer: Misc
0,163,Book: Mainstream
0,164,Computer: Component
0,166,Computer: Misc
0,167,Computer: Misc
0,168,Computer: Misc
0,169,Computer: Misc
0,170,Computer: Acc
0,171,Computer: Misc
0,172,Computer: Component
0,173,Computer: Misc
0,174,Computer: Misc
0,175,Computer: Component
0,176,Computer: Misc
0,177,Computer: Laptop
0,178,Computer: Print/Scan
0,179,Computer: Desktop
0,180,Computer: Component
0,182,Computer: Misc
0,183,Book: Mainstream
0,184,Computer: Misc
0,185,Computer: Misc
0,186,Computer: Misc
0,187,VG: Acc/Misc
0,188,Computer: Misc
0,189,Computer: Misc
0,191,Computer: Misc
0,193,Service
0,194,Service
0,197,Entertainment Mem
0,198,Entertainment Mem
0,199,Entertainment Mem
0,200,Entertainment Mem
0,201,Entertainment Mem
0,203,Sport Mem: CSA/Misc
0,204,Sport Mem: CSA/Misc
0,205,Sport Mem: CSA/Misc
0,206,Sport Mem: CSA/Misc
0,207,Sport Mem: CSA/Misc
0,208,Collect: All ex Comic
0,209,Collect: All ex Comic
0,210,Entertainment Mem
0,213,Sport Mem: Card
0,214,Sport Mem: Card
0,215,Sport Mem: Card
0,216,Sport Mem: Card
0,217,Sport Mem: Card
0,218,Toy
0,219,Collect: All ex Comic
0,223,Toy
0,224,Toy
0,225,Toy
0,227,Toy
0,228,Doll
0,229,Toy
0,230,Toy
0,231,Toy
0,232,Toy
0,234,Toy
0,235,Toy
0,236,Toy
0,239,Doll
0,240,Doll
0,241,Doll
0,242,Doll
0,243,Doll
0,245,Doll
0,248,Doll
0,249,Doll
0,250,Doll
0,251,Doll
0,254,Coin: Coin/Paper
0,255,Coin: Coin/Paper
0,257,Coin: Coin/Paper
0,258,Coin: Coin/Paper
0,259,Coin: Coin/Paper
0,262,Stamp
0,263,Stamp
0,264,Stamp
0,265,Stamp
0,268,Book: Vintage/Misc
0,269,Book: Vintage/Misc
0,271,Book: Mainstream
0,272,Book: Mainstream
0,273,Book: Mainstream
0,275,Book: Mainstream
0,276,Book: Mainstream
0,277,Book: Mainstream
0,278,Book: Mainstream
0,279,Book: Mainstream
0,280,Book: Vintage/Misc
0,282,Jewelry: Core
0,284,Jewelry: Core
0,285,Jewelry: Core
0,286,Jewelry: Core
0,287,Jewelry: Core
0,288,Jewelry: Core
0,289,Jewelry: Core
0,290,Jewelry: Watch
0,291,Jewelry: Core
0,294,Electr: Acc/Misc
0,295,Electr: Home A/V
0,296,Electr: Acc/Misc
0,297,Photo: Misc
0,298,Electr: Home A/V
0,300,Home: Indoor/Misc
0,301,Pet Supply
0,302,B&I: All ex Heavy
0,303,Home: Tools
0,305,Music: CD/Misc
0,306,Music: Vintage
0,307,Music: CD/Misc
